Fiscal_Year,Accounting_Period,SortOrder,MakeBold,LevelNum,nodedesc,HSortOrder,NdId,NdDesc,BaseAmount,ShowBox,Show_Vertical_Line,Show_Top_Line,Show_Bottom_Line,ND_Header,ND_SortOrder
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),30,833,Municipal Securities [L6],-4900487261,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,44,Y,5,380001 - Non-Controlling Interest (L2),30,833,Municipal Securities [L6],33011664.49,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,45,Y,1,300001 - Total Equity (L1),30,833,Municipal Securities [L6],-4867475597,N,Y,N,N,Institutional Clients Group [L4],1
,,46,N,1,,30,833,Municipal Securities [L6],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,47,Y,5,370001 - Management Capital (L1),30,833,Municipal Securities [L6],3311569233,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,48,Y,1,200000 - Total Liabilities & Equity,30,833,Municipal Securities [L6],43302433258,N,Y,N,N,Institutional Clients Group [L4],1
,,49,N,1,,30,833,Municipal Securities [L6],0,Y,N,N,N,Institutional Clients Group [L4],1
,,50.1,N,5,Average Loans,30,833,Municipal Securities [L6],,N,Y,Y,N,Institutional Clients Group [L4],1
,,50.2,N,5,Average Deposits,30,833,Municipal Securities [L6],,N,Y,N,Y,Institutional Clients Group [L4],1
,,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),30,833,Municipal Securities [L6],0,N,Y,N,N,Institutional Clients Group [L4],1
,,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),30,833,Municipal Securities [L6],0,N,Y,N,N,Institutional Clients Group [L4],1
,,53,Y,5,940210 - Total Past Due Loans (L1),30,833,Municipal Securities [L6],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,54,Y,5,720000 - Servicing Assets Securitized (L1),30,833,Municipal Securities [L6],124720016.9,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,55,Y,5,739000 - Commitments and Contingencies Accounts,30,833,Municipal Securities [L6],14055824250,N,Y,N,N,Institutional Clients Group [L4],1
,,56,Y,5,760000 - Assets Under Management (L1),30,833,Municipal Securities [L6],0,N,Y,N,Y,Institutional Clients Group [L4],1
,,0,N,1,,31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,1,Y,1,100002 - Indirect Assets (L1),31,5,Total Markets & Securities Services [L5],-21076579332,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,2,Y,5,110001 - Cash and Due from Banks (L2),31,5,Total Markets & Securities Services [L5],21981331462,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,3,Y,5,115001 - Deposits with Banks (L2),31,5,Total Markets & Securities Services [L5],4.76E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,4,Y,5,120001 - Federal Funds Sold and Resales (L2),31,5,Total Markets & Securities Services [L5],3.14E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,5,Y,5,125001 - Brokerage Receivables (L2),31,5,Total Markets & Securities Services [L5],33810035519,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,6,Y,5,130001 - Trading Account Assets (L2),31,5,Total Markets & Securities Services [L5],3.46E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,7,N,10,135000 - Investments - Available-for-Sale (AFS) (L3),31,5,Total Markets & Securities Services [L5],79402539248,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,8,N,10,135010 - Investments - Non-Marketable Securities (L3),31,5,Total Markets & Securities Services [L5],450802230,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,9,N,10,135020 - Investments - Held-to-Maturity (HTM) (L3),31,5,Total Markets & Securities Services [L5],8105826156,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,10,Y,5,135001 - Investments (L2),31,5,Total Markets & Securities Services [L5],87959167634,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,11,N,10,140000 - Consumer Loans & Leases Net of Unearned (L3),31,5,Total Markets & Securities Services [L5],-0.139,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,12,N,10,141000 - Commercial Loans & Leases Net of Unearned (L3),31,5,Total Markets & Securities Services [L5],42100555280,N,Y,N,N,Institutional Clients Group [L4],1
,,13,N,10,142000 - Cross Regional Loans - Interest Earning (L3),31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,14,N,10,160020 - Cross Regional Loans - Non-Interest Earning (L3),31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,15,Y,5,140001 - Total Loans & Leases Net of Unearned (L2),31,5,Total Markets & Securities Services [L5],42100555280,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,16,Y,5,145001 - Allowance for Loan Losses (L2),31,5,Total Markets & Securities Services [L5],-82961440.99,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,17,Y,5,150001 - Goodwill (L2),31,5,Total Markets & Securities Services [L5],6498837206,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,18,Y,5,155001 - Intangible Assets (L2),31,5,Total Markets & Securities Services [L5],100542220.7,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,19,Y,5,156001 - Mortgage Servicing Rights (L2),31,5,Total Markets & Securities Services [L5],94064821.01,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,20,N,10,160040 - Property Plant and Equipment Net (L3),31,5,Total Markets & Securities Services [L5],134996445.6,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),31,5,Total Markets & Securities Services [L5],-23868525.26,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,22,N,10,160010 - Other Assets (L3),31,5,Total Markets & Securities Services [L5],29984956937,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,23,Y,5,160001 - Other Assets (L2),31,5,Total Markets & Securities Services [L5],30096084857,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,24,Y,1,100001 - Direct Assets (L1),31,5,Total Markets & Securities Services [L5],1.36E+12,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,25,Y,1,100000 - Assets,31,5,Total Markets & Securities Services [L5],1.34E+12,N,Y,N,N,Institutional Clients Group [L4],1
,,26,N,1,,31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,27,Y,5,210001 - Deposits (L2),31,5,Total Markets & Securities Services [L5],4.65E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,28,Y,5,240001 - Trading Account Liabilities (L2),31,5,Total Markets & Securities Services [L5],1.96E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),31,5,Total Markets & Securities Services [L5],5.25E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,30,Y,5,260001 - Long-Term Debt (L2),31,5,Total Markets & Securities Services [L5],39614394375,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,31,N,10,270000 - Other Liabilities (L3),31,5,Total Markets & Securities Services [L5],3854476640,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),31,5,Total Markets & Securities Services [L5],7414417425,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,33,Y,5,270001 - Other Liabilities (L2),31,5,Total Markets & Securities Services [L5],11268894065,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),31,5,Total Markets & Securities Services [L5],-1.93E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,35,Y,1,200001 - Liabilities (L1),31,5,Total Markets & Securities Services [L5],1.04E+12,N,Y,N,N,Institutional Clients Group [L4],1
,,36,N,1,,31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,37,N,10,311001 - Preferred Stock (L3),31,5,Total Markets & Securities Services [L5],509778688.7,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,38,N,10,320000 - Common Stock (L3),31,5,Total Markets & Securities Services [L5],7247453344,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),31,5,Total Markets & Securities Services [L5],22376334128,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,40,N,10,340000 - Retained Earnings (L3),31,5,Total Markets & Securities Services [L5],33163105862,N,Y,N,N,Institutional Clients Group [L4],1
,,41,N,10,350000 - Treasury Stock (L3),31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),31,5,Total Markets & Securities Services [L5],-11646998345,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),31,5,Total Markets & Securities Services [L5],51649673678,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,44,Y,5,380001 - Non-Controlling Interest (L2),31,5,Total Markets & Securities Services [L5],279013462.4,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,45,Y,1,300001 - Total Equity (L1),31,5,Total Markets & Securities Services [L5],51928687140,N,Y,N,N,Institutional Clients Group [L4],1
,,46,N,1,,31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,47,Y,5,370001 - Management Capital (L1),31,5,Total Markets & Securities Services [L5],2.42E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,48,Y,1,200000 - Total Liabilities & Equity,31,5,Total Markets & Securities Services [L5],1.34E+12,N,Y,N,N,Institutional Clients Group [L4],1
,,49,N,1,,31,5,Total Markets & Securities Services [L5],0,Y,N,N,N,Institutional Clients Group [L4],1
,,50.1,N,5,Average Loans,31,5,Total Markets & Securities Services [L5],,N,Y,Y,N,Institutional Clients Group [L4],1
,,50.2,N,5,Average Deposits,31,5,Total Markets & Securities Services [L5],,N,Y,N,Y,Institutional Clients Group [L4],1
,,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,53,Y,5,940210 - Total Past Due Loans (L1),31,5,Total Markets & Securities Services [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,54,Y,5,720000 - Servicing Assets Securitized (L1),31,5,Total Markets & Securities Services [L5],136309377.6,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,55,Y,5,739000 - Commitments and Contingencies Accounts,31,5,Total Markets & Securities Services [L5],2.05E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,56,Y,5,760000 - Assets Under Management (L1),31,5,Total Markets & Securities Services [L5],50097242317,N,Y,N,Y,Institutional Clients Group [L4],1
,,0,N,1,,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,1,Y,1,100002 - Indirect Assets (L1),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,2,Y,5,110001 - Cash and Due from Banks (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,3,Y,5,115001 - Deposits with Banks (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,4,Y,5,120001 - Federal Funds Sold and Resales (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,5,Y,5,125001 - Brokerage Receivables (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,6,Y,5,130001 - Trading Account Assets (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,7,N,10,135000 - Investments - Available-for-Sale (AFS) (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,8,N,10,135010 - Investments - Non-Marketable Securities (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,9,N,10,135020 - Investments - Held-to-Maturity (HTM) (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,10,Y,5,135001 - Investments (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,11,N,10,140000 - Consumer Loans & Leases Net of Unearned (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,12,N,10,141000 - Commercial Loans & Leases Net of Unearned (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,13,N,10,142000 - Cross Regional Loans - Interest Earning (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,14,N,10,160020 - Cross Regional Loans - Non-Interest Earning (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,15,Y,5,140001 - Total Loans & Leases Net of Unearned (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,16,Y,5,145001 - Allowance for Loan Losses (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,17,Y,5,150001 - Goodwill (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,18,Y,5,155001 - Intangible Assets (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,19,Y,5,156001 - Mortgage Servicing Rights (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,20,N,10,160040 - Property Plant and Equipment Net (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,22,N,10,160010 - Other Assets (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,23,Y,5,160001 - Other Assets (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,24,Y,1,100001 - Direct Assets (L1),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,25,Y,1,100000 - Assets,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,26,N,1,,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,27,Y,5,210001 - Deposits (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,28,Y,5,240001 - Trading Account Liabilities (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,30,Y,5,260001 - Long-Term Debt (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,31,N,10,270000 - Other Liabilities (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,33,Y,5,270001 - Other Liabilities (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,35,Y,1,200001 - Liabilities (L1),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,36,N,1,,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,37,N,10,311001 - Preferred Stock (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,38,N,10,320000 - Common Stock (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,40,N,10,340000 - Retained Earnings (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,41,N,10,350000 - Treasury Stock (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,43,Y,5,310001 - group's Stockholders Equity (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,44,Y,5,380001 - Non-Controlling Interest (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,45,Y,1,300001 - Total Equity (L1),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,46,N,1,,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,47,Y,5,370001 - Management Capital (L1),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,48,Y,1,200000 - Total Liabilities & Equity,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,49,N,1,,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,Y,N,N,N,Institutional Clients Group [L4],1
,,50.1,N,5,Average Loans,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,,N,Y,Y,N,Institutional Clients Group [L4],1
,,50.2,N,5,Average Deposits,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,,N,Y,N,Y,Institutional Clients Group [L4],1
,,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,53,Y,5,940210 - Total Past Due Loans (L1),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,54,Y,5,720000 - Servicing Assets Securitized (L1),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,55,Y,5,739000 - Commitments and Contingencies Accounts,32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,N,Institutional Clients Group [L4],1
,,56,Y,5,760000 - Assets Under Management (L1),32,22904,Total Markets & Securities Services [L5] - TO BE DEACTIVATED,0,N,Y,N,Y,Institutional Clients Group [L4],1
,,0,N,1,,33,3,Total,0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,1,Y,1,100002 - Indirect Assets (L1),33,3,Total,2.09E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,2,Y,5,110001 - Cash and Due from Banks (L2),33,3,Total,34880441037,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,3,Y,5,115001 - Deposits with Banks (L2),33,3,Total,5.23E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,4,Y,5,120001 - Federal Funds Sold and Resales (L2),33,3,Total,3.41E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,5,Y,5,125001 - Brokerage Receivables (L2),33,3,Total,42377596989,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,6,Y,5,130001 - Trading Account Assets (L2),33,3,Total,3.47E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,7,N,10,135000 - Investments - Available-for-Sale (AFS) (L3),33,3,Total,85952444124,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,8,N,10,135010 - Investments - Non-Marketable Securities (L3),33,3,Total,1897586155,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,9,N,10,135020 - Investments - Held-to-Maturity (HTM) (L3),33,3,Total,8105826157,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,10,Y,5,135001 - Investments (L2),33,3,Total,95955856436,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,11,N,10,140000 - Consumer Loans & Leases Net of Unearned (L3),33,3,Total,3369637798,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,12,N,10,141000 - Commercial Loans & Leases Net of Unearned (L3),33,3,Total,3.08E+11,N,Y,N,N,Institutional Clients Group [L4],1
,,13,N,10,142000 - Cross Regional Loans - Interest Earning (L3),33,3,Total,0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,14,N,10,160020 - Cross Regional Loans - Non-Interest Earning (L3),33,3,Total,0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,15,Y,5,140001 - Total Loans & Leases Net of Unearned (L2),33,3,Total,3.12E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,16,Y,5,145001 - Allowance for Loan Losses (L2),33,3,Total,-2366804757,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,17,Y,5,150001 - Goodwill (L2),33,3,Total,9732402179,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,18,Y,5,155001 - Intangible Assets (L2),33,3,Total,368483719,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,19,Y,5,156001 - Mortgage Servicing Rights (L2),33,3,Total,94064821,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,20,N,10,160040 - Property Plant and Equipment Net (L3),33,3,Total,684201907.4,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),33,3,Total,1217167963,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,22,N,10,160010 - Other Assets (L3),33,3,Total,2.00E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,23,Y,5,160001 - Other Assets (L2),33,3,Total,2.02E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,24,Y,1,100001 - Direct Assets (L1),33,3,Total,1.91E+12,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,25,Y,1,100000 - Assets,33,3,Total,2.12E+12,N,Y,N,N,Institutional Clients Group [L4],1
,,26,N,1,,33,3,Total,0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,27,Y,5,210001 - Deposits (L2),33,3,Total,1.03E+12,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,28,Y,5,240001 - Trading Account Liabilities (L2),33,3,Total,1.96E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),33,3,Total,4.52E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,30,Y,5,260001 - Long-Term Debt (L2),33,3,Total,1.38E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,31,N,10,270000 - Other Liabilities (L3),33,3,Total,16280373440,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),33,3,Total,15669591478,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,33,Y,5,270001 - Other Liabilities (L2),33,3,Total,31949964918,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),33,3,Total,-23617417126,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,35,Y,1,200001 - Liabilities (L1),33,3,Total,1.82E+12,N,Y,N,N,Institutional Clients Group [L4],1
,,36,N,1,,33,3,Total,0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,37,N,10,311001 - Preferred Stock (L3),33,3,Total,2672494848,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,38,N,10,320000 - Common Stock (L3),33,3,Total,24723646738,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),33,3,Total,1.79E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,40,N,10,340000 - Retained Earnings (L3),33,3,Total,79459939677,N,Y,N,N,Institutional Clients Group [L4],1
,,41,N,10,350000 - Treasury Stock (L3),33,3,Total,0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),33,3,Total,-12998352139,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),33,3,Total,2.72E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,44,Y,5,380001 - Non-Controlling Interest (L2),33,3,Total,796493587,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,45,Y,1,300001 - Total Equity (L1),33,3,Total,2.73E+11,N,Y,N,N,Institutional Clients Group [L4],1
,,46,N,1,,33,3,Total,0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,47,Y,5,370001 - Management Capital (L1),33,3,Total,22514549173,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,48,Y,1,200000 - Total Liabilities & Equity,33,3,Total,2.12E+12,N,Y,N,N,Institutional Clients Group [L4],1
,,49,N,1,,33,3,Total,0,Y,N,N,N,Institutional Clients Group [L4],1
,,50.1,N,5,Average Loans,33,3,Total,,N,Y,Y,N,Institutional Clients Group [L4],1
,,50.2,N,5,Average Deposits,33,3,Total,,N,Y,N,Y,Institutional Clients Group [L4],1
2015,7,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),33,3,Total,45692729.63,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),33,3,Total,133986845.8,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,53,Y,5,940210 - Total Past Due Loans (L1),33,3,Total,179679575.4,N,Y,N,N,Institutional Clients Group [L4],1
